match_map_number,map_name,team,player_name,agent,Rating 2.0,Average Combat Score,Kills,Deaths,Assists,Kills - Deaths,"Kill, Assist, Trade, Survive %",Average Damage per Round,Headshot %,First Kills,First Deaths,match_id,year
2,Ascent,FNATIC,Chronicle,Vyse,1.29,252,17,14,8,1,67,162,28,3,2,542264,2025
2,Ascent,FNATIC,Alfajer,Sage,1.19,226,19,14,4,-2,67,142,41,2,4,542264,2025
2,Ascent,FNATIC,kaajak,Yoru,1.1,215,16,14,5,1,71,144,32,4,3,542264,2025
2,Ascent,FNATIC,Boaster,Omen,0.73,145,8,15,11,0,62,83,18,1,1,542264,2025
2,Ascent,FNATIC,crashies,Sova,0.65,105,8,14,4,-1,62,80,17,0,1,542264,2025
2,Ascent,DRX,MaKo,Omen,1.24,212,16,11,9,0,71,129,20,3,3,542264,2025
2,Ascent,DRX,Flashback,Yoru,1.19,248,18,14,4,3,76,166,24,4,1,542264,2025
2,Ascent,DRX,BeYN,Sova,1.03,173,11,12,7,1,71,134,24,1,0,542264,2025
2,Ascent,DRX,HYUNMIN,Waylay,0.94,223,16,15,3,-3,86,143,37,2,5,542264,2025
2,Ascent,DRX,free1ng,Vyse,0.7,134,10,16,2,0,57,88,28,1,1,542264,2025
3,Lotus,FNATIC,Alfajer,Killjoy,1.76,326,20,10,9,2,89,223,37,3,1,542264,2025
3,Lotus,FNATIC,kaajak,Raze,1.39,203,14,7,5,0,78,129,27,2,2,542264,2025
3,Lotus,FNATIC,crashies,Fade,1.06,183,13,11,4,1,72,109,42,2,1,542264,2025
3,Lotus,FNATIC,Boaster,Omen,0.99,144,9,10,9,-2,83,86,9,2,4,542264,2025
3,Lotus,FNATIC,Chronicle,Viper,0.85,156,10,13,8,1,78,125,24,1,0,542264,2025
3,Lotus,DRX,HYUNMIN,Waylay,0.99,187,13,12,0,0,72,115,39,1,1,542264,2025
3,Lotus,DRX,Flashback,Yoru,0.93,240,15,14,4,-1,61,152,17,2,3,542264,2025
3,Lotus,DRX,free1ng,Vyse,0.77,134,8,12,4,0,61,98,43,1,1,542264,2025
3,Lotus,DRX,BeYN,Fade,0.71,140,9,13,2,-1,61,86,25,2,3,542264,2025
3,Lotus,DRX,MaKo,Omen,0.49,116,6,15,2,0,72,77,29,2,2,542264,2025
1,Corrode,Team Heretics,RieNs,Fade,1.21,219,18,16,10,1,81,147,23,2,1,542266,2025
1,Corrode,Team Heretics,MiniBoo,Yoru,0.96,197,18,19,2,2,58,139,36,5,3,542266,2025
1,Corrode,Team Heretics,Wo0t,Viper,0.82,196,16,22,3,0,65,136,32,4,4,542266,2025
1,Corrode,Team Heretics,Boo,Astra,0.68,129,11,18,4,0,69,89,44,3,3,542266,2025
1,Corrode,Team Heretics,benjyfishy,Vyse,0.65,127,11,19,9,1,65,94,26,1,0,542266,2025
1,Corrode,MIBR,artzin,Kayo,1.61,280,24,12,15,1,77,185,23,4,3,542266,2025
1,Corrode,MIBR,xenom,Omen,1.03,188,17,16,13,-4,81,121,30,0,4,542266,2025
1,Corrode,MIBR,aspas,Waylay,0.99,192,19,15,4,0,85,116,28,4,4,542266,2025
1,Corrode,MIBR,Verno,Sova,0.94,214,19,17,12,0,73,148,28,1,1,542266,2025
1,Corrode,MIBR,cortezia,Viper,0.8,135,15,14,3,-1,77,87,20,2,3,542266,2025
2,Sunset,Team Heretics,RieNs,Sova,1.02,220,12,16,5,0,58,142,28,1,1,542266,2025
2,Sunset,Team Heretics,benjyfishy,Vyse,0.82,181,12,18,2,-1,58,106,37,0,1,542266,2025
2,Sunset,Team Heretics,Wo0t,Viper,0.71,178,11,17,3,2,68,108,20,2,0,542266,2025
2,Sunset,Team Heretics,Boo,Omen,0.46,98,6,15,5,-4,42,55,37,1,5,542266,2025
2,Sunset,Team Heretics,MiniBoo,Yoru,0.39,110,8,16,0,-8,32,83,29,0,8,542266,2025
2,Sunset,MIBR,aspas,Neon,1.45,284,19,10,5,4,89,185,25,4,0,542266,2025
2,Sunset,MIBR,cortezia,Cypher,1.42,224,18,8,4,1,84,163,44,2,1,542266,2025
2,Sunset,MIBR,Verno,Sova,1.26,234,17,10,5,-1,84,154,24,2,3,542266,2025
2,Sunset,MIBR,artzin,Viper,1.18,244,15,12,10,4,84,152,20,4,0,542266,2025
2,Sunset,MIBR,xenom,Omen,1.06,174,13,9,9,3,79,112,21,3,0,542266,2025
1,Haven,NRG,brawk,Sova,2.4,324,18,1,8,1,93,198,15,1,0,542267,2025
1,Haven,NRG,mada,Neon,1.52,272,15,6,2,2,79,164,23,3,1,542267,2025
1,Haven,NRG,s0m,Viper,1.38,321,15,11,5,0,93,223,26,3,3,542267,2025
1,Haven,NRG,Ethan,Omen,1.03,129,7,5,7,-2,93,85,17,0,2,542267,2025
1,Haven,NRG,skuba,Killjoy,0.83,87,4,4,3,-1,79,61,26,0,1,542267,2025
1,Haven,GIANTX,grubinho,Omen,0.77,181,10,12,4,3,57,116,40,3,0,542267,2025
1,Haven,GIANTX,Cloud,Sova,0.56,123,4,11,10,-2,71,88,24,0,2,542267,2025
1,Haven,GIANTX,westside,Cypher,0.51,118,5,13,1,1,43,84,22,2,1,542267,2025
1,Haven,GIANTX,Flickless,Breach,0.47,120,4,11,7,-1,71,93,35,0,1,542267,2025
1,Haven,GIANTX,ara,Neon,0.25,80,4,12,0,-1,64,46,50,2,3,542267,2025
2,Lotus,NRG,skuba,Viper,1.51,226,17,9,8,-1,89,133,35,2,3,542267,2025
2,Lotus,NRG,mada,Raze,1.5,269,19,11,4,3,84,177,14,3,0,542267,2025
2,Lotus,NRG,s0m,Omen,1.16,202,14,10,11,0,95,120,21,1,1,542267,2025
2,Lotus,NRG,brawk,Vyse,1.15,257,17,12,3,0,74,161,12,3,3,542267,2025
2,Lotus,NRG,Ethan,Fade,0.91,150,8,11,7,3,74,97,28,3,0,542267,2025
2,Lotus,GIANTX,Cloud,Fade,1.14,217,14,13,7,1,89,135,23,2,1,542267,2025
2,Lotus,GIANTX,westside,Cypher,1.13,203,15,14,2,-1,68,142,43,1,2,542267,2025
2,Lotus,GIANTX,grubinho,Omen,0.76,200,14,17,3,-1,63,120,34,3,4,542267,2025
2,Lotus,GIANTX,Flickless,Viper,0.54,128,8,16,4,1,58,95,19,1,0,542267,2025
2,Lotus,GIANTX,ara,Raze,0.1,43,2,15,2,-5,53,38,9,0,5,542267,2025
1,Lotus,DRX,MaKo,Omen,1.25,243,18,14,5,-1,65,141,29,3,4,542273,2025
1,Lotus,DRX,free1ng,Vyse,0.97,224,15,15,4,-1,55,137,26,1,2,542273,2025
1,Lotus,DRX,Flashback,Yoru,0.64,151,10,17,2,-2,50,98,24,2,4,542273,2025
1,Lotus,DRX,HYUNMIN,Waylay,0.62,115,6,15,8,-3,65,87,36,0,3,542273,2025
1,Lotus,DRX,BeYN,Fade,0.53,71,5,14,3,-1,55,53,18,0,1,542273,2025
1,Lotus,G2 Esports,jawgemo,Yoru,1.74,365,28,13,5,5,75,230,29,6,1,542273,2025
1,Lotus,G2 Esports,JonahP,Fade,1.17,193,11,9,10,0,80,118,14,2,2,542273,2025
1,Lotus,G2 Esports,valyn,Omen,1.16,149,10,8,13,0,80,80,27,2,2,542273,2025
1,Lotus,G2 Esports,leaf,Viper,0.99,179,11,13,11,2,75,118,27,2,0,542273,2025
1,Lotus,G2 Esports,trent,Tejo,0.99,208,15,12,2,1,65,151,42,2,1,542273,2025
2,Abyss,DRX,HYUNMIN,Waylay,1.84,357,30,14,10,1,87,224,50,3,2,542273,2025
2,Abyss,DRX,Flashback,Yoru,1.25,255,22,16,4,3,74,156,27,4,1,542273,2025
2,Abyss,DRX,MaKo,Omen,1.03,213,18,16,9,0,70,123,29,3,3,542273,2025
2,Abyss,DRX,BeYN,Sova,0.73,146,9,16,11,2,74,98,31,3,1,542273,2025
2,Abyss,DRX,free1ng,Cypher,0.41,62,6,14,3,-1,61,35,17,1,2,542273,2025
2,Abyss,G2 Esports,trent,Tejo,1.14,213,16,16,5,-1,78,156,47,0,1,542273,2025
2,Abyss,G2 Esports,leaf,Chamber,0.99,210,17,18,6,2,70,147,20,4,2,542273,2025
2,Abyss,G2 Esports,JonahP,Sova,0.94,181,15,15,8,-3,70,103,14,0,3,542273,2025
2,Abyss,G2 Esports,valyn,Astra,0.85,170,14,16,5,0,74,105,24,1,1,542273,2025
2,Abyss,G2 Esports,jawgemo,Yoru,0.67,183,14,20,4,-3,61,114,36,4,7,542273,2025
3,Bind,DRX,MaKo,Brimstone,1.6,261,21,10,11,3,85,160,23,3,0,542273,2025
3,Bind,DRX,Flashback,Yoru,1.36,234,18,9,3,2,70,129,15,5,3,542273,2025
3,Bind,DRX,HYUNMIN,Waylay,1.12,178,11,10,5,-1,75,127,24,1,2,542273,2025
3,Bind,DRX,free1ng,Viper,1.07,198,14,11,7,2,80,127,41,3,1,542273,2025
3,Bind,DRX,BeYN,Fade,0.81,169,12,13,8,0,75,99,21,1,1,542273,2025
3,Bind,G2 Esports,valyn,Brimstone,1.29,233,16,14,5,2,75,142,32,2,0,542273,2025
3,Bind,G2 Esports,jawgemo,Yoru,0.94,222,15,15,3,4,70,133,18,5,1,542273,2025
3,Bind,G2 Esports,trent,Tejo,0.81,165,12,15,2,-3,70,99,29,0,3,542273,2025
3,Bind,G2 Esports,leaf,Deadlock,0.44,130,8,17,6,-6,55,86,19,0,6,542273,2025
3,Bind,G2 Esports,JonahP,Fade,0.36,62,2,15,6,-3,50,44,18,0,3,542273,2025
1,Ascent,Team Heretics,RieNs,Sova,1.84,350,23,8,4,3,88,224,32,3,0,542274,2025
1,Ascent,Team Heretics,MiniBoo,Yoru,1.26,271,17,11,4,2,76,192,23,5,3,542274,2025
1,Ascent,Team Heretics,Wo0t,Jett,1.12,188,13,8,0,0,82,96,27,1,1,542274,2025
1,Ascent,Team Heretics,benjyfishy,Cypher,1.06,170,11,8,4,1,94,109,26,1,0,542274,2025
